feature_type,model,cv_scheme,f1_mean,f1_std,acc_mean,acc_std,bacc_mean,bacc_std
Handcrafted,kNN (k=5),stratifiedkfold,0.6802272736574725,0.05029245242730246,0.7090175438596491,0.04917112285547865,0.5831173368909217,0.05310744986085991
Handcrafted,SVM (linear),stratifiedkfold,0.6201159029295227,0.021010455407901567,0.6058245614035089,0.023384852765700688,0.5799853884759545,0.029584266072979856
Handcrafted,kNN (k=5),groupkfold,0.5941723739089897,0.03331132317141963,0.6420779220779221,0.03172661087709605,0.48777716414444094,0.006565799772701748
Handcrafted,SVM (linear),groupkfold,0.5592655369547509,0.08785961671095176,0.5446753246753246,0.09892149054656828,0.4948016038119013,0.11253113406651896
