n_estimators,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,gamma,reg_alpha,reg_lambda,best_mean_weighted_f1,source_run,trial_number
251,5,0.1321340531696531,0.7418370253152121,0.553460103606684,5,1.0923336004595083,0.0007877499700375,1.7420899906144149e-07,0.6605550311166088,5,28
